,tweets,cluster,timestamp,type,title
155,"04/62/43 06:03:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩ https://t.co/HDf2p2sktG",2,Thu May 26 12:18:21 +0000 2022,Tweet,User: turtv1653566384
156,26/05/2022 02:18:19 م   نمشے https://t.co/JkS7NtVVnS,3,Thu May 26 12:18:21 +0000 2022,Tweet,User: Provide21824099
157,"ملحدین اور تحریف دین کی راہ نکالنے والوں کی چالوں کا مناظرین اسلام کے ذریعہ سدباب کیا۔جنھوں نے اسلام کا بھرپور قوت و استعداد کے ساتھ تحفظ کی
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:22 +0000 2022,Tweet,User: QamarLond
158,"61/83/43 08:01:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩",2,Thu May 26 12:18:22 +0000 2022,Tweet,User: turtv1653566384
159,وہ انصافی دوست جو یہ کہہ رہے کہ کیا عمران خان اپنی آرمی کے خلاف میدان میں آ جاتے(جو کہ وہ آ چکے ہیں) یا خونریزی کرواتے تو ان سے یہ سوال ہے کہ چھ دن بعد ایسی کیا تبدیی آ جائے گی کہ وہ آئیں گے اور کامیاب لوٹیں گے؟ وہی حکومت، وہی آرمی، وہی اسلام آباد۔۔۔ ایسا کیا بدلے گا ؟؟,4,Thu May 26 12:18:22 +0000 2022,Tweet,User: MinhasAsim1
160,"ریاستی غنڈہ گردی تشدد بربریت ک یہ مظاہرہ سابقہ وفاقی وزیر عمر ایوب خان کے ساتھ کیا گیا
عام ورکر اور کارکن کے ساتھ کیا سلوک کیا گیا ہے اسکا اندازہ لگانا مشکل نہیں
تحریک انصاف اپنے تمام کارکنوں کی بے مثال قربانی کی مقروض ہے جو حقیقی آزادی کی جدوجہد میں عمران خان کا ہراول دستہ بنے",4,Thu May 26 12:18:22 +0000 2022,Tweet,User: AbidaKh67733221
161,26/05/2022 02:18:21 م  نعومے https://t.co/iiX6m5UNtm,4,Thu May 26 12:18:22 +0000 2022,Tweet,User: EvelynG20971971
162,"ایک عام آدمی مرزا قادیانی کی ساری زندگی کو اسکی ہی کتابوں سے پڑھ کر اسکی حرکات و سکنات پر اسے شریف آدمی قرار نہیں دےسکتا چہ جائیکہ قادیانی اسے اتنا مقدس عہدہ دیں؟
قادیانیوں نہیں یقین تو مرزے کی کتابیں کھولو اور پڑھو اپنے مرزے کی گندگی کو
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:22 +0000 2022,Tweet,User: MrAkht
163,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:22 +0000 2022,Tweet,User: javedgul786
164,RT @GulBukhari: شرم تو نہیں آ رہی؟ https://t.co/QGWFlqN0by,4,Thu May 26 12:18:23 +0000 2022,Tweet,User: NoorBakht7
165,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:23 +0000 2022,Tweet,User: Zahid905M
166,"61/28/43 00:03:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩ https://t.co/GSYlYaPrx2",2,Thu May 26 12:18:23 +0000 2022,Tweet,User: wujzp1653566738
167,54/06/2022 85:15:25 م    نمشے https://t.co/j611apsor2,3,Thu May 26 12:18:23 +0000 2022,Tweet,User: qycge1653567304
168,"اگر آج قادیانی مرزا مسرور سے ناخوش ہیں تو جان لیں کہ مرزا مسرور اپنے خاندان کے ان تمام بڑوں کی ہوبہو تصویر ہے جن کو یہ قادیانی مقدس و مکرم سمجھتے ہیں
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:23 +0000 2022,Tweet,User: Arham96818166
169,@RajakhanMNA110 خکومت ن لگ کی ۔۔۔۔ یکی دا کردار لوٹووں کا,4,Thu May 26 12:18:23 +0000 2022,Tweet,User: ijjazz9999
170,"RT @awarahgard: پیرنی ویاگرا کھا بیٹھی سی
تے شیرو گھر سی",4,Thu May 26 12:18:23 +0000 2022,Tweet,User: Mahmood16055511
171,65/01/2022 26:15:13 م    نمشے https://t.co/Gj1z1dLo2u,3,Thu May 26 12:18:23 +0000 2022,Tweet,User: pywme1653567351
172,RT @saiftaimoor7: ہم پاکستانی ہیں ♥️ پاکستان ہمارا ہے ♥️ https://t.co/FAye5WF1iS,0,Thu May 26 12:18:23 +0000 2022,Tweet,User: saiftaimoor7
173,"ایک مجدد انتہائی متقی،پرہیز گار،عالم ،عجز و انکساری کا پیکر ہوتا ہے  جبکہ سیرت المہدی ج،سوم ص،119 پر لکھا حضرت مسیح موعود نے کبھی حج نہیں کیا،زکوٰۃ نہیں دی اور تسبیح نہیں رکھی...!
(ہیں...یہ کیا..؟؟ یہاں مرزائی خود کنفیوز)

یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:23 +0000 2022,Tweet,User: MirRoasted
174,"مجھے نام یاد نہیں آ رہا لیکن ن لیگ کے کسی راہنما نے کہا تھا اور ٹھیک کہا تھا کہ مارچ کا اعلان کر کے خان صاحب نے بڑی سیاسی غلطی کی ہے۔ 
کل ایک طرف وہ صحافی تھے جو کہہ رہے تھے خان صاحب واپس چلے جائیں گے ایک طرف خان صاحب تھے کہ نہیں ایسی کوئی ڈیل نہیں ہوئی۔ صحافی درست ثابت ہوئے",4,Thu May 26 12:18:24 +0000 2022,Tweet,User: sadafkhan76
175,"RT @Purelighttilend: قرآن و سنت کے معانی اور مفاہیم کو مفسرین کرام اور شاحین حدیث و فقہ کے ذریعہ مگفوظ فرمایا۔
یوم نجات
#May26DeathofFalseM…",4,Thu May 26 12:18:24 +0000 2022,Tweet,User: mhmdahsn6
176,"RT @areeba_2025: حکومت سے درخواست ہے کہ اسلام آباد کی سیکیورٹی لبیک والوں کے حوالے کی جائے
ہمیں کچھ پرانے حساب و کتاب برابر کرنے ہیں
🤪😁😝🤣",4,Thu May 26 12:18:24 +0000 2022,Tweet,User: ZahidHu91857324
177,RT @TalatHussain12: ممکن ہے درختوں نے خود سوزی کی ہو؟ میڑو گرمی سے تنگ آ کر سلگنے لگا ہو؟ اس پر ہم کیا کر سکتے ہیں؟,4,Thu May 26 12:18:24 +0000 2022,Tweet,User: soch_pk
178,"58/58/43 00:05:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩",2,Thu May 26 12:18:24 +0000 2022,Tweet,User: wujzp1653566738
179,"حضرت ابوبکر صدیق نے تاج و تخت ختمِ نبوت پر مسیلمہ کذاب کی ڈاکہ زنی کو برداشت نہ کیا کہ یہ کیسے ہو سکتا ہے کہ صدیق توزندہ ہو اور اسکے آقاومولیٰ کی مسندِ نبوت پر کوئی بدطینت بیٹھنے کی جسارت کرے
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:25 +0000 2022,Tweet,User: ShabirTasmiya
180,عمران خان کی آواز پربہت زوردار و جاندار لبیک کہنےپرمبارکباد کی نستحق پوری قوم کاشکریہ! اب گزارش ہےکہ عمران خان ذاتی طور پرتحریک انصاف پر قربان ہونےوالےتینوں شہداکےگھرضرور جاۓاور اگر لواحقین کےمالی حالات کمزور ہوں تو مدد کابھی انتظام فرماۓ خان اشارہ بھی کریگا تو donationکیلیۓحاضر!,4,Thu May 26 12:18:25 +0000 2022,Tweet,User: basit_k19
181,"تمام پاکستانی حیران و پریشاں ہوگئے کہ عمران خان کیلئے ہم کتنی دور سے اور کتنی مشکلات برداشت کرکے آئے اور لانگ مارچ کو اچانک ختم کر دیا گیا ہے
غور سے سن لیں پس پردہ کچھ ایسی باتیں ہوتی ہیں جو کھلے عام نہیں بتائے جاتے
جن کو ہم نے پیغام دینا تھا ان کو مل بھی گیا
اور اب عمل بھی ہوگا",4,Thu May 26 12:18:25 +0000 2022,Tweet,User: DrAnsaHameed1
182,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:25 +0000 2022,Tweet,User: QasimHaseen
183,"عمران خان نے D چوک پر اپنے خلاف بچھائی گئی پوری بساط الٹ دی

ن لیگ کےحامی صحافی جو اب شور مچا رہےہیں

اگر عمران خان دھرنا دے دیتا تو یہی لوگ چیخ رہےہوتے کہ عمران خان جلسہ کر کےواپس چلےجاتے تو سینکڑوں جانیں بچ جاتیں

عمران خان تک حکومت کی گھٹیا منصوبہ بندی کی اطلاعات پہنچ گئی تھیں",4,Thu May 26 12:18:25 +0000 2022,Tweet,User: TariqMustafa3
184,"55/06/2022 85:06:87 م   _سےفے نمشے
https://t.co/npY60gA0pV",2,Thu May 26 12:18:25 +0000 2022,Tweet,User: qycge1653567304
185,"25/10/43 03:18:24 م
ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .  
 ..

⁩ناےس⁩ ے⁦ون⁩ ..... https://t.co/LW6IBDM8Ej",4,Thu May 26 12:18:25 +0000 2022,Tweet,User: Leilani53704284
186,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:26 +0000 2022,Tweet,User: bahadar_sufiyan
187,"پنجابیوں، مرد کے بچے ہو۔ تین دن جو ظلم، جو چھاپے، جو لاٹھی چارج، جو شیلنگ اور حملے برداشت کیے آپ نے، اور تمام حربوں کے باوجود چٹان بن کر کھڑے رہے ہو؛ سرخ سلام ہے آپکی غیرت و حمیت کو۔

ٹو مچ لو یو ہوگیا 💕🙏",4,Thu May 26 12:18:26 +0000 2022,Tweet,User: aashSajawal
188,"شہبازشریف ن لیگ کے ساتھ کتنا برا ہاتھ ہوا اسکا اندازہ آپکو صحافیوں کی ٹویٹس سے ہو جانا چاہیے.

الیکشن تو ہونے جا رہے اصل کام ہے عمران خان کو 2 تہائی اکثریت سے روکنا اس پر عمران خان کو کام کرنا ہوگا",4,Thu May 26 12:18:26 +0000 2022,Tweet,User: AZ96920914
189,"@GhulamRasool952 @KaKaR_101 اندر کی کہانی سامنے آ گئی۔
دھرنا ختم کرنے کیلئے رات کے اندھیرے میں کس شخصیت نے آ کر عمران خان کو گارنٹی دی۔
نام سامنے آ گیا۔
دیکھیے اس ویڈیو میں۔۔۔۔
https://t.co/0VWSAhl02I",4,Thu May 26 12:18:26 +0000 2022,Tweet,User: FaraasHussain
190,"ن لیگ اور حامیوں کو غصہ ہے کہ SCنے عمران خان کو توہینِ عدالت میں کیوں چھوڑا۔جناب،97ء میں یہی SCتھی,چیف جسٹس سجادعلی شاہ PMنوازکیخلاف توہینِ عدالت کا ہی کیس سن رہے تھے کہ ن لیگی جتھوں نے SCپر حملہ کیا،ن لیگی کارکن چیف جسٹس کو گرفتار کرنے آئے،انکا پتلا جلایا۔پولیس تماشائی بنی رہی۔",4,Thu May 26 12:18:26 +0000 2022,Tweet,User: aanayiaadnan
191,RT @summandar01: رہنما پاکستان مسلم لیگ ن مریم نواز شریف آج شہید کانسٹیبل کمال احمد کے اہلخانہ سے اظہار افسوس کے لئے ان کے گھر جائیں گی,0,Thu May 26 12:18:27 +0000 2022,Tweet,User: kh26384445_khan
192,"اوورسیز پاکستانیوں کو دیا گیا ووٹ کا حق ختم۔۔۔ 

یاد رکھنا پاکستانیو، آپ سے یہ حق ن لیگ، پیپلز پارٹی یا جمعیت علمائے اسلام نے واپس نہیں لیا بلکہ اس نے لیا ہے جو انہیں اقتدار میں لایا ہے۔",0,Thu May 26 12:18:27 +0000 2022,Tweet,User: azharso89844932
193,@AWGoraya آ وئی کھوتی دیا کھرا ۔ تیری بیگم سے رومانس کریں گے 💖💕💖💕💖💕💖💕,4,Thu May 26 12:18:27 +0000 2022,Tweet,User: shahiddhariwal2
194,"السلامُ علیکم
زندگی بخیر💕
#BBN کے چاہنے والے آ جائیں۔
فالو کریں اورفالو بیک لیں فالو کریں👇
@B__786 @78Kh6 @786H1
@R__ubi @1ashi_ @i1k__ @1ziml @MiG9t @hus_n8 @Ghz97 @Lali_M5 @Hadi7cs @Ras2k @RE_JA1 @Yasf_a @Azix103 @ChR71 @1Aw55 @NZPAK_ @1hma11 @1Awnn @Ash_rooj
@itswaleed15",4,Thu May 26 12:18:27 +0000 2022,Tweet,User: i1k__
195,منی لانڈرنگ کے ملزم حمزہ شہباز اور اور اان کے والد گرامی کو عدالت نے ایک بار پھر مہلت دے دی ۔ ایک بار پھر سرکار صلی اللہ علیہ وآلہ وسلم کا فرمان یا د آیا: وہ اقوام برباد ہو گئیں جو اپنے کمزوروں کو سزا دیتی اور طاقتوروں کو چھوڑ دیا کرتی تھیں۔,4,Thu May 26 12:18:27 +0000 2022,Tweet,User: dmmunir
196,"12/06/2022 68:82:72 م   _سےفے نمشے
https://t.co/npY60gA0pV",2,Thu May 26 12:18:27 +0000 2022,Tweet,User: qycge1653567304
197,@iqrarulhassan وہ آ چکے ہیں ان کی عوام  نہیں آئی ابھی اور وہ نہیں چاہتے ان کی عوام آئے فوج کہ خلاف,4,Thu May 26 12:18:27 +0000 2022,Tweet,User: sallar07
198,جب کوئی عدالت عُظمی کی طرف سے سند يافتہ “صادق و امين” ہو تو پھر يہ تصور بھی گُناہ ہے کہ وہ کوئی غلطی يا جُرم کر سکتا ہے چونکہ وہ معصوم ہے                             “ ہم آہ بھی کرتے ہيں تو ہو جاتے ہيں بدنام                 وہ قتل بھی کرتے ہيں تو چرچا نہيں ہوتا “,4,Thu May 26 12:18:28 +0000 2022,Tweet,User: kshezad840
199,"25/10/43 03:18:27 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩ https://t.co/L00UHK8gkt",2,Thu May 26 12:18:28 +0000 2022,Tweet,User: Trista77433711
200,"RT @ShabirTasmiya: طعن و تشنیع اور نہ ماننے والوں کا انجام
یوم نجات
#May26DeathofFalseMessiah https://t.co/a6OXIKBLIo",4,Thu May 26 12:18:28 +0000 2022,Tweet,User: shah_365
201,"کئی دہائیوں سے جبر و تشدد کا سامنے کرنے والے #یاسین_ملک مقبوضہ کشمیر پر بھارتی غاصبانہ تسلط کے خلاف سب سے توانا آواز ہیں۔من گھڑت اور مضحکہ خیز الزامات لگا کر سزا کو تاریخ میں سیاہ الفاظ سے لکھا جائے گا۔ انسانی حقوق کی اس پامالی پر دنیا کو  آواز اٹھانی چاہئے۔
#YasinMalik",4,Thu May 26 12:18:28 +0000 2022,Tweet,User: FahadRajputPML1
202,فلم نہ کرا۔ میں بھی اوورسیز ہوں اور جو فیصلہ آج کیا ہے میں اس سے متفق ہوں,0,Thu May 26 12:18:28 +0000 2022,Tweet,User: needddiii
203,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:28 +0000 2022,Tweet,User: AsifRaj14493841
204,"03/03/2022 60:32:50 م   _سےفے نمشے
https://t.co/Z7vqrQhDSH",2,Thu May 26 12:18:28 +0000 2022,Tweet,User: pywme1653567351
205,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:28 +0000 2022,Tweet,User: imransahi786
206,"12/70/43 01:00:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩ https://t.co/FBAThfIKFJ",2,Thu May 26 12:18:28 +0000 2022,Tweet,User: turtv1653566384
207,"RT @RrobeenaS: ن لیک عوام کی خدمت کرتے ہوئے
 امپورٹڈ_حکومت_نامنظور# https://t.co/MmrvC4nQ9n",4,Thu May 26 12:18:28 +0000 2022,Tweet,User: Mazharkarim15
208,"پورا سوچئے 
ایک شخص مسیح ہونے کا دعویٰ کرے اور مہدی ہونے کا بھی پھر محمد صلی اللہ علیہ وسلم ہونے کا بھی پھر خدا ہونے کا بھی اور خدا کا بیٹا و بیوی ہونے کا بھی نعوذ باللہ، تو وہ تو ہوا ہی پاگل، ہے نا؟ لیکن اسکو ماننے والوں کی عقل کہاں ہے آخر؟
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:28 +0000 2022,Tweet,User: aala5678
209,"جس بھائی نے بھی یہ کام کیا بہترین کیا ، اسکی دھوم روسی قومی ٹی وی پر مچ چکی ہے اور امریکہ و امپورٹڈ_حکومت کی جل کر باندر کی طرح ہو چکی ہے
#حقیقی_آزادی_مارچ https://t.co/zWYe0a3Q8h",4,Thu May 26 12:18:28 +0000 2022,Tweet,User: SaeedKh89006601
210,"RT @SherGhaziPTIGLT: اے خاک نشینو اٹھ بیٹھو، وہ وقت قریب آ پہنچا ہے
جب تخت گرائے جائیں گے، جب تاج اچھالے جائیں گے

 #حقیقی_آزادی_مارچ https…",4,Thu May 26 12:18:29 +0000 2022,Tweet,User: Khurram62528739
211,26/05/2022 02:18:27 م   نمشے https://t.co/KwUEErml5y,3,Thu May 26 12:18:29 +0000 2022,Tweet,User: Tajuddi70601150
212,ایناں دی پہن نوں لن ماریا اے ہمیشہ ای اپنے لوگاں تے ، نہتے لوگاں تے گولیاں چلاندے نے ، سالے دلی دے بچے ، بنگالیاں تے وی چلایاں سن نے تے اوناں نے آزادی حاصل کر کے ایہناں دلیاں توں جان چھدا لئی ۔ لیکن سر جی اسی پنجابی لوک جاہل تے ڈرپوک آ  اسی ذہنی غلام آں ۔,4,Thu May 26 12:18:29 +0000 2022,Tweet,User: Sultanwaqarmah2
213,عمران خان کی لانگ مارچ میں فلسطین، لبیا، شام اور تمام مسلم ریاستوں سے لوگ آ گئے۔ 22 کڑور تو آگے ہی آ چکی تھی۔ مکمل ویڈیو: https://t.co/Ev47Y1UATG https://t.co/GDwCXbZhxM,4,Thu May 26 12:18:29 +0000 2022,Tweet,User: TLPNasir_
214,"@OryaMaqboolJan https://t.co/zTiNIRpW9o

میں نے آج سے کچھ دن پہلے یہ ٹویٹ کر کے اوریا مقبول صاحب سے پوچھا تھا کہ جب آپ نے وہ خواب پرجوش انداز میں سنایا تھا تو لوگوں کے رونگٹے کھڑے ہو گئے تھے اور آج آپ اسی سپہ سالار پر تنقید کر رہے ہیں ۔
اور آج بایاں ہاتھ پانچ سال بعد انہیں یاد آ گیا ہے",0,Thu May 26 12:18:29 +0000 2022,Tweet,User: MirJan12baloch
215,"63/86/43 03:02:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩",2,Thu May 26 12:18:29 +0000 2022,Tweet,User: turtv1653566384
216,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:30 +0000 2022,Tweet,User: iamumer_9
217,"مارچ معطل کرنا عمران خان کا فیصلہ درست ہے یا نہیں ؟

ہیش ٹیگ پر ٹویٹ کر کے جواب دیں تا کہ سب کی متفقہ رائے سامنے آ سکے۔
#قائد_انقلاب_عمران_خان",4,Thu May 26 12:18:30 +0000 2022,Tweet,User: Mustafa_jg87
218,RT @adnanaadil: اسلام آباد کے ایک بچہ کا جوش و جذبہ! https://t.co/C65VjciMSV,4,Thu May 26 12:18:30 +0000 2022,Tweet,User: AdankhK94636528
219,RT @Shemk786: یہاں عشقِ رضوی  ع نسلوں میں پرواز کرتا ہے...♥️ https://t.co/kgrk6185Zd,4,Thu May 26 12:18:30 +0000 2022,Tweet,User: Mahrizvia786
220,"جب تک یہ لوگ کوئی تگڑی بات نہیں کریں گے ہزاروں یٰسین ملک تختہ دار پر چڑھتے رہیں گے اور قید و بند کی صعوبتیں برداشت کرتے رہیں گے۔

کشیمر کا واحد حل صرف جہاد ہے

#TLPStandsWithYasinMalik https://t.co/ZYhCIHpYE4",4,Thu May 26 12:18:30 +0000 2022,Tweet,User: TLPBoy1122
221,RT @GulBukhari: شرم تو نہیں آ رہی؟ https://t.co/QGWFlqN0by,4,Thu May 26 12:18:30 +0000 2022,Tweet,User: mahak0987567
222,ای وی ایم اور اوورسیز پاکستانیوں کا ووٹ کھا گئے بے شرم۔ اوورسیز پاکستانیو، اپنا اثر و رسوخ پاکستان میں ان بے شرموں کے خلاف اپنی فیملیز کے ذریعے استعمال کرنا اب۔,4,Thu May 26 12:18:30 +0000 2022,Tweet,User: azharso89844932
223,"عمران خان نے امپورٹڈ سرکار کے تمام ناپاک عزائم کو چور چور کر دیا، ریاست کے خلاف بغاوت پر اکسانے کی تمام کوششیں ناکام رہیں، فاشسٹ حکمرانوں کے ظلم کے سامنے عوامی سمندر سیسہ پلائی دیوار بن ڈٹا رہا۔ 6 دن مزید ورنہ عوامی سمندر بلا خوف و خطر پھر ٹکرائے گا
#حقیقی_آزادی_مارچ https://t.co/hp7gv8P4Iz",4,Thu May 26 12:18:30 +0000 2022,Tweet,User: AhtishamAliShkh
224,"ج سے جیو ج سے جھوٹ۔۔۔۔۔
مریم نواز نے سیاست سے کنارہ کر لیا اور کیا جیو نیوز جوائن کر لیا
#jsgroupexposed https://t.co/4GG8VrV9Nw",4,Thu May 26 12:18:30 +0000 2022,Tweet,User: farooq1574
225,"آج بھی مرزائی قرآن و حدیث کے نام پر مسلمانوں کے ایمان خراب کر رہے ہیں کیونکہ عوام قرآن و حدیث کے علوم سے واقفیت نہیں رکھتے اس لئے مرزائی مبلغین مسلمانوں کے ایمان کو اسلام کے نام پر لوٹنے میں کامیاب بھی ہو جاتے ہیں ۔
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:30 +0000 2022,Tweet,User: Areeba13195380
226,"پنجابیوں، مرد کے بچے ہو۔ تین دن جو ظلم، جو چھاپے، جو لاٹھی چارج، جو شیلنگ اور حملے برداشت کیے آپ نے، اور تمام حربوں کے باوجود چٹان بن کر کھڑے رہے ہو؛ سرخ سلام ہے آپکی غیرت و حمیت کو۔

ٹو مچ لو یو ہوگیا 💕🙏",4,Thu May 26 12:18:31 +0000 2022,Tweet,User: NomiChaudhry909
227,@ARYNEWSOFFICIAL جس طرح مریم نواز نے اے آر وائی کا مائیک اپنی پریس کانفرنس سے ہٹایا تھا اے آر وائی کو چاہیے ن لیگ کے تمام لیڈرز کی کانفرنس کا مکمل بائیکاٹ کرے۔,4,Thu May 26 12:18:31 +0000 2022,Tweet,User: Zahida72442168
228,RT @waqasVhr: فتنہ عمرانڈو ڈی چوک آ رہا ہے سپریم کورٹ کے آرڈر ٹھا ٹھاٹھا #PakistanRejectsFitna,4,Thu May 26 12:18:31 +0000 2022,Tweet,User: shfe00
229,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:31 +0000 2022,Tweet,User: iAafaqAhmed
230,@mobeenkhan1231 ملگرو یو خواست درتہ کوما۔۔ہچ قسم کامنٹ پرے مہ کوئی د فیک اکاؤنٹ دے,4,Thu May 26 12:18:31 +0000 2022,Tweet,User: Fahadbukhari101
231,"RT @Ansar4443: خدارا ملک میں انارکی ختم کریں۔ 
ساری پولیس تو لانگ مارچ پر لگا دی۔
عوام کی جان مال کی حفاظت کون کرے گا",4,Thu May 26 12:18:31 +0000 2022,Tweet,User: HHaggler
232,RT @Muhammad43419: @ImranRiazKhan بلکل کسی کو لندن نہیں بھاگنے دینا جو بھاگنے میں کامیاب ہو جاۓ اسے انعام و کرام سے ضرور نوازنا,4,Thu May 26 12:18:32 +0000 2022,Tweet,User: HumaMug27440068
233,مدارس کے لوگ اسلام آباد میں بغیر عورتوں کے آکر روڈو ں کو خود صاف کرتے ہوئے پولیس کے ساتھ نماز پڑھتے رہے آور ABC والے اپنی ماؤں بہنوں کے ساتھ مل کر درختوں اور گاڑیوں کو جلا کر بھاگ گئے لہٰذا تمام والدین کو چاہیے کہ تربیت کے لیے اپنے بچّوں کو jui میں شامل کرے #بھاگ_گیا_نیازی,4,Thu May 26 12:18:32 +0000 2022,Tweet,User: Ghnabiarain
234,"عطاء بندیال اعجاز الحسن مظاہر نقوی منیب اختر یحییٰ آفریدی

اٹارنی جنرل کا منہ ٹوٹ جائے اگر وہ ان چار یوتھیا ججز پہ اعتراض ہی کردے ۔۔ ایسا چول اٹارنی جنرل رکھا ہوا ہے ۔۔ ن لیگ نے سوشل میڈیا سے لیکر اپنی ٹیم تک ہر جگہ سفارشی رشتے دار بھرتی کر رکھے ہیں 😬",4,Thu May 26 12:18:32 +0000 2022,Tweet,User: zahidaabrar
235,"RT @adeela21061836: یوم نجات
#May26DeathofFalseMessiah
خیراتی فرشتہ:
بقول مرزا قادیانی
تین فرشتے آسمان سے آئے ایک کا نام خیراتی تھا (تذکرہ…",4,Thu May 26 12:18:32 +0000 2022,Tweet,User: MaryamZ19698921
236,"پنجابیوں، مرد کے بچے ہو۔ تین دن جو ظلم، جو چھاپے، جو لاٹھی چارج، جو شیلنگ اور حملے برداشت کیے آپ نے، اور تمام حربوں کے باوجود چٹان بن کر کھڑے رہے ہو؛ سرخ سلام ہے آپکی غیرت و حمیت کو۔

ٹو مچ لو یو ہوگیا 💕🙏",4,Thu May 26 12:18:32 +0000 2022,Tweet,User: samarlicious
